"","TOP.STATUS","MEREK","MODEL","TAHUN","TRANSMISI","TYPE","HARGA.PANDUAN","HARGA.TERENDAH","HARGA.TERTINGGI","POOL.LEADER"
"1032","FAST","MITSUBISHI","PAJERO",2010,"MANUAL","2.5 SOLAR",165000000,159500000,218000000,NA
"1033","FAST","MITSUBISHI","PAJERO",2009,"AUTOMATIC","2.4 BENSIN",135000000,132500000,181500000,NA
"1034","FAST","MITSUBISHI","PAJERO",2009,"AUTOMATIC","2.5 BENSIN",140000000,134000000,183500000,NA
"1035","FAST","MITSUBISHI","PAJERO",2009,"AUTOMATIC","2.5 SOLAR",150000000,145000000,188500000,NA
"1036","FAST","MITSUBISHI","PAJERO",2009,"MANUAL","2.5 SOLAR",145000000,138500000,190000000,NA
"1037","FAST","MITSUBISHI","PAJERO",2009,"AUTOMATIC","3.0 BENSIN",220000000,211500000,286000000,NA
"1038","FAST","MITSUBISHI","PAJERO",2009,"AUTOMATIC","3.8 V6 BENSIN",280000000,280500000,363000000,NA
"1039","FAST","MITSUBISHI","PAJERO",2008,"AUTOMATIC","3.0 BENSIN",220000000,211500000,274000000,NA
"1040","FAST","MITSUBISHI","PAJERO",2008,"AUTOMATIC","3.2 BENSIN",200000000,194500000,263500000,NA
"1041","FAST","MITSUBISHI","PAJERO",2008,"AUTOMATIC","3.8 SOLAR",220000000,211500000,286000000,NA
"1042","FAST","MITSUBISHI","PAJERO",2008,"AUTOMATIC","3.8 V6 BENSIN",205000000,198500000,269000000,NA
"1043","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.4 DAKAR 4X2 SOLAR",410000000,360000000,466500000,NA
"1044","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.4 DAKAR 4X2 ULTIMATE SOLAR",410000000,390500000,505500000,NA
"1045","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.4 DAKAR 4X4 SOLAR",420000000,462000000,598500000,NA
"1046","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.4 DAKAR SOLAR",410000000,338000000,438000000,NA
"1047","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.5 BENSIN",380000000,335500000,435000000,NA
"1048","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.5 DAKAR SOLAR",410000000,286000000,371000000,NA
"1049","FAST","MITSUBISHI","PAJERO SPORT",2018,"AUTOMATIC","2.5 EXCEED 4X2 SOLAR",380000000,331500000,429000000,NA
"1050","FAST","MITSUBISHI","PAJERO SPORT",2018,"MANUAL","2.5 EXCEED 4X2 SOLAR",350000000,321000000,416000000,NA
"1051","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.4 DAKAR 4X2 SOLAR",400000000,237000000,455000000,NA
"1052","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.4 DAKAR BENSIN",365000000,295500000,383000000,NA
"1053","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.4 DAKAR SOLAR",400000000,323000000,418000000,NA
"1054","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.4 DAKAR ULTIMATE BENSIN",410000000,237000000,323500000,NA
"1055","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.4 SOLAR",400000000,317500000,411500000,NA
"1056","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.5 DAKAR BENSIN",365000000,249000000,340000000,NA
"1057","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.5 DAKAR SOLAR",400000000,323000000,418000000,NA
"1058","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.5 EXCEED SOLAR",355000000,238000000,308000000,NA
"1059","FAST","MITSUBISHI","PAJERO SPORT",2017,"AUTOMATIC","2.5 L DAKAR SOLAR",400000000,240500000,328500000,NA
"1060","FAST","MITSUBISHI","PAJERO SPORT",2016,"AUTOMATIC","2.4 DAKAR BENSIN",330000000,243000000,428000000,NA
"1061","FAST","MITSUBISHI","PAJERO SPORT",2016,"AUTOMATIC","2.4 DAKAR SOLAR",370000000,329500000,427000000,NA
"1062","FAST","MITSUBISHI","PAJERO SPORT",2016,"AUTOMATIC","2.4 SOLAR",370000000,301500000,390500000,NA
"1063","FAST","MITSUBISHI","PAJERO SPORT",2016,"AUTOMATIC","2.5 DAKAR BENSIN",325000000,243000000,332000000,NA
"1064","FAST","MITSUBISHI","PAJERO SPORT",2016,"AUTOMATIC","2.5 DAKAR SOLAR",370000000,317000000,410500000,NA
"1065","FAST","MITSUBISHI","PAJERO SPORT",2016,"AUTOMATIC","2.5 EXCEED SOLAR",340000000,286000000,371000000,NA
"1066","FAST","MITSUBISHI","PAJERO SPORT",2016,"MANUAL","2.5 SOLAR",310000000,290500000,376500000,NA
"1067","FAST","MITSUBISHI","PAJERO SPORT",2015,"AUTOMATIC","2.4 SOLAR",300000000,228500000,296000000,NA
"1068","FAST","MITSUBISHI","PAJERO SPORT",2015,"AUTOMATIC","2.5 DAKAR BENSIN",265000000,226000000,293000000,NA
"1069","FAST","MITSUBISHI","PAJERO SPORT",2015,"AUTOMATIC","2.5 DAKAR SOLAR",300000000,266000000,344500000,NA
"1070","FAST","MITSUBISHI","PAJERO SPORT",2015,"AUTOMATIC","2.5 EXCEED SOLAR",265000000,229500000,297000000,NA
"1071","FAST","MITSUBISHI","PAJERO SPORT",2015,"AUTOMATIC","2.5 SOLAR",265000000,243000000,315000000,NA
"1072","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","2.4 SOLAR",235000000,226500000,294000000,NA
"1073","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","2.5 DAKAR BENSIN",205000000,196000000,254500000,NA
"1074","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","2.5 DAKAR SOLAR",280000000,242000000,313500000,NA
"1075","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","2.5 EXCEED SOLAR",250000000,224000000,291000000,NA
"1076","FAST","MITSUBISHI","PAJERO SPORT",2014,"MANUAL","2.5 GLS SOLAR",190000000,200500000,260000000,NA
"1077","FAST","MITSUBISHI","PAJERO SPORT",2014,"MANUAL","2.5 GLX SOLAR",200000000,167000000,217000000,NA
"1078","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","2.5 SOLAR",240000000,231000000,299500000,NA
"1079","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","3.0 BENSIN",205000000,198500000,257500000,NA
"1080","FAST","MITSUBISHI","PAJERO SPORT",2014,"AUTOMATIC","3.0 V6 BENSIN",180000000,180000000,234000000,NA
"1081","FAST","MITSUBISHI","PAJERO SPORT",2013,"AUTOMATIC","2.4 SOLAR",220000000,211500000,274000000,NA
"1082","FAST","MITSUBISHI","PAJERO SPORT",2013,"AUTOMATIC","2.5 BENSIN",210000000,204000000,264000000,NA
"1083","FAST","MITSUBISHI","PAJERO SPORT",2013,"AUTOMATIC","2.5 DAKAR SOLAR",260000000,223500000,290000000,NA
"1084","FAST","MITSUBISHI","PAJERO SPORT",2013,"AUTOMATIC","2.5 EXCEED SOLAR",230000000,214500000,278000000,NA
"1085","FAST","MITSUBISHI","PAJERO SPORT",2013,"MANUAL","2.5 GLS SOLAR",170000000,172500000,234000000,NA
"1086","FAST","MITSUBISHI","PAJERO SPORT",2013,"MANUAL","2.5 GLX SOLAR",180000000,199500000,259000000,NA
"1087","FAST","MITSUBISHI","PAJERO SPORT",2013,"AUTOMATIC","2.5 SOLAR",220000000,214000000,277500000,NA
"1088","FAST","MITSUBISHI","PAJERO SPORT",2013,"AUTOMATIC","3.0 V6 BENSIN",185000000,178500000,241000000,NA
"1089","FAST","MITSUBISHI","PAJERO SPORT",2012,"AUTOMATIC","2.4 SOLAR",200000000,195500000,253000000,NA
"1090","FAST","MITSUBISHI","PAJERO SPORT",2012,"AUTOMATIC","2.5 BENSIN",175000000,170500000,221500000,NA
"1091","FAST","MITSUBISHI","PAJERO SPORT",2012,"AUTOMATIC","2.5 DAKAR SOLAR",220000000,208500000,270500000,NA
"1092","FAST","MITSUBISHI","PAJERO SPORT",2012,"AUTOMATIC","2.5 EXCEED SOLAR",210000000,196000000,254500000,NA
"1093","FAST","MITSUBISHI","PAJERO SPORT",2012,"MANUAL","2.5 GLS SOLAR",150000000,163500000,212000000,NA
"1094","FAST","MITSUBISHI","PAJERO SPORT",2012,"MANUAL","2.5 GLX SOLAR",160000000,153000000,208500000,NA
"1095","FAST","MITSUBISHI","PAJERO SPORT",2012,"AUTOMATIC","2.5 L DIESEL NA SOLAR",175000000,167000000,226500000,NA
"1096","FAST","MITSUBISHI","PAJERO SPORT",2012,"AUTOMATIC","2.5 SOLAR",210000000,200500000,260000000,NA
"1097","FAST","MITSUBISHI","PAJERO SPORT",2012,"MANUAL","2.5 SOLAR",180000000,175500000,228000000,NA
"1098","FAST","MITSUBISHI","PAJERO SPORT",2011,"AUTOMATIC","2.4 DAKAR 4X2 SOLAR",180000000,175000000,227000000,NA
"1099","FAST","MITSUBISHI","PAJERO SPORT",2011,"AUTOMATIC","2.4 SOLAR",185000000,178500000,231000000,NA
"1100","FAST","MITSUBISHI","PAJERO SPORT",2011,"AUTOMATIC","2.5 BENSIN",200000000,193500000,251000000,NA
"1101","FAST","MITSUBISHI","PAJERO SPORT",2011,"AUTOMATIC","2.5 DAKAR SOLAR",200000000,193500000,251000000,NA
"1102","FAST","MITSUBISHI","PAJERO SPORT",2011,"AUTOMATIC","2.5 EXCEED SOLAR",190000000,173000000,224500000,NA
"1103","FAST","MITSUBISHI","PAJERO SPORT",2011,"MANUAL","2.5 GLS SOLAR",130000000,153500000,211000000,NA
"1104","FAST","MITSUBISHI","PAJERO SPORT",2011,"MANUAL","2.5 GLX SOLAR",140000000,138500000,190000000,NA
"1105","FAST","MITSUBISHI","PAJERO SPORT",2011,"AUTOMATIC","2.5 SOLAR",185000000,177500000,230000000,NA
"1106","FAST","MITSUBISHI","PAJERO SPORT",2011,"MANUAL","2.5 SOLAR",185000000,180000000,233500000,NA
"1107","FAST","MITSUBISHI","PAJERO SPORT",2010,"AUTOMATIC","2.5 BENSIN",175000000,167000000,217000000,NA
"1108","FAST","MITSUBISHI","PAJERO SPORT",2010,"AUTOMATIC","2.5 EXCEED SOLAR",180000000,165000000,214000000,NA
"1109","FAST","MITSUBISHI","PAJERO SPORT",2010,"MANUAL","2.5 GLS SOLAR",120000000,152000000,207500000,NA
"1110","FAST","MITSUBISHI","PAJERO SPORT",2010,"MANUAL","2.5 GLX SOLAR",130000000,142500000,185000000,NA
"1111","FAST","MITSUBISHI","PAJERO SPORT",2010,"AUTOMATIC","2.5 SOLAR",180000000,170500000,221500000,NA
"1112","FAST","MITSUBISHI","PAJERO SPORT",2010,"MANUAL","2.5 SOLAR",165000000,159500000,207000000,NA
"1113","FAST","MITSUBISHI","PAJERO SPORT",2009,"AUTOMATIC","2.5 EXCEED SOLAR",170000000,156000000,214000000,NA
"1114","FAST","MITSUBISHI","PAJERO SPORT",2009,"AUTOMATIC","2.5 EXCEED SOLAR",170000000,162000000,210500000,NA
"1115","FAST","MITSUBISHI","PAJERO SPORT",2009,"MANUAL","2.5 GLX SOLAR",120000000,119000000,154000000,NA
"1116","FAST","MITSUBISHI","PAJERO SPORT",2009,"AUTOMATIC","2.5 SOLAR",170000000,151000000,196000000,NA
"1117","FAST","MITSUBISHI","XPANDER",2018,"AUTOMATIC","1.5 EXCEED BENSIN",175000000,168500000,218500000,NA
"1118","FAST","MITSUBISHI","XPANDER",2018,"MANUAL","1.5 EXCEED BENSIN",165000000,159500000,207000000,NA
"1119","FAST","MITSUBISHI","XPANDER",2018,"AUTOMATIC","1.5 GLS BENSIN",165000000,158500000,205500000,NA
"1120","FAST","MITSUBISHI","XPANDER",2018,"MANUAL","1.5 GLS BENSIN",155000000,151000000,196000000,NA
"1121","FAST","MITSUBISHI","XPANDER",2018,"MANUAL","1.5 GLX BENSIN",145000000,140000000,181500000,NA
"1122","FAST","MITSUBISHI","XPANDER",2018,"AUTOMATIC","1.5 SPORT BENSIN",175000000,171000000,222000000,NA
"1123","FAST","MITSUBISHI","XPANDER",2018,"MANUAL","1.5 SPORT BENSIN",170000000,164000000,213000000,NA
"1124","FAST","MITSUBISHI","XPANDER",2018,"AUTOMATIC","1.5 ULTIMATE BENSIN",215000000,191000000,247500000,NA
"1125","FAST","MITSUBISHI","XPANDER",2017,"AUTOMATIC","1.5 BENSIN",195000000,187000000,243000000,NA
"1126","FAST","MITSUBISHI","XPANDER",2017,"AUTOMATIC","1.5 EXCEED BENSIN",170000000,166500000,216000000,NA
"1127","FAST","MITSUBISHI","XPANDER",2017,"MANUAL","1.5 EXCEED BENSIN",160000000,156000000,202500000,NA
"1128","FAST","MITSUBISHI","XPANDER",2017,"MANUAL","1.5 GLS BENSIN",155000000,151000000,196000000,NA
"1129","FAST","MITSUBISHI","XPANDER",2017,"MANUAL","1.5 GLX BENSIN",155000000,148500000,192500000,NA
"1130","FAST","MITSUBISHI","XPANDER",2017,"AUTOMATIC","1.5 SPORT BENSIN",185000000,176500000,229000000,NA
"1131","FAST","MITSUBISHI","XPANDER",2017,"AUTOMATIC","1.5 ULTIMATE BENSIN",200000000,175500000,227500000,NA
"1132","MEDIUM","NISSAN","EVALIA",2016,"AUTOMATIC","1.3 BENSIN",95000000,90500000,123000000,97500000
"1133","MEDIUM","NISSAN","EVALIA",2016,"MANUAL","1.5 S BENSIN",75000000,73000000,100500000,78000000
"1134","MEDIUM","NISSAN","EVALIA",2016,"AUTOMATIC","1.5 XV BENSIN",80000000,77000000,106500000,82000000
"1135","MEDIUM","NISSAN","EVALIA",2015,"MANUAL","1.5 S BENSIN",75000000,70500000,92000000,75000000
"1136","MEDIUM","NISSAN","EVALIA",2015,"AUTOMATIC","1.5 SV BENSIN",100000000,95000000,123500000,102000000
"1137","MEDIUM","NISSAN","EVALIA",2015,"AUTOMATIC","1.5 XV BENSIN",90000000,84000000,109000000,91000000
"1138","MEDIUM","NISSAN","EVALIA",2015,"MANUAL","1.5 XV BENSIN",64000000,62000000,85500000,65000000
"1139","MEDIUM","NISSAN","EVALIA",2014,"MANUAL","1.5 BENSIN",78000000,76500000,99000000,80000000
"1140","MEDIUM","NISSAN","EVALIA",2014,"MANUAL","1.5 S BENSIN",74000000,69500000,94500000,75000000
"1141","MEDIUM","NISSAN","EVALIA",2014,"AUTOMATIC","1.5 ST BENSIN",75000000,72000000,98500000,77000000
"1142","MEDIUM","NISSAN","EVALIA",2014,"MANUAL","1.5 ST BENSIN",73000000,71000000,92500000,75000000
"1143","MEDIUM","NISSAN","EVALIA",2014,"AUTOMATIC","1.5 SV BENSIN",80000000,77000000,100500000,82000000
"1144","MEDIUM","NISSAN","EVALIA",2014,"MANUAL","1.5 SV BENSIN",70000000,68500000,89500000,72000000
"1145","MEDIUM","NISSAN","EVALIA",2014,"AUTOMATIC","1.5 XV BENSIN",92000000,88000000,114500000,95000000
"1146","MEDIUM","NISSAN","EVALIA",2014,"AUTOMATIC","1.5 XV HIGHWAY STAR BENSIN",95000000,88500000,115000000,95500000
"1147","MEDIUM","NISSAN","EVALIA",2014,"MANUAL","1.5 XV HIGHWAY STAR BENSIN",81000000,78000000,102000000,83000000
"1148","MEDIUM","NISSAN","EVALIA",2013,"AUTOMATIC","1.5 BENSIN",73000000,69500000,90500000,74500000
"1149","MEDIUM","NISSAN","EVALIA",2013,"MANUAL","1.5 BENSIN",71000000,69500000,90500000,74500000
"1150","MEDIUM","NISSAN","EVALIA",2013,"MANUAL","1.5 S BENSIN",70000000,67000000,87000000,72000000
"1151","MEDIUM","NISSAN","EVALIA",2013,"MANUAL","1.5 ST BENSIN",65000000,60000000,79000000,65000000
"1152","MEDIUM","NISSAN","EVALIA",2013,"AUTOMATIC","1.5 SV BENSIN",66000000,61000000,80000000,66000000
"1153","MEDIUM","NISSAN","EVALIA",2013,"MANUAL","1.5 SV BENSIN",75000000,73000000,95000000,78000000
"1154","MEDIUM","NISSAN","EVALIA",2013,"AUTOMATIC","1.5 XV BENSIN",73000000,72000000,93500000,77000000
"1155","MEDIUM","NISSAN","EVALIA",2013,"MANUAL","1.5 XV BENSIN",74000000,67000000,87000000,72000000
"1156","MEDIUM","NISSAN","EVALIA",2012,"MANUAL","1.3 BENSIN",67000000,75500000,102500000,80500000
"1157","MEDIUM","NISSAN","EVALIA",2012,"AUTOMATIC","1.5 BENSIN",69000000,67500000,87500000,72500000
"1158","MEDIUM","NISSAN","EVALIA",2012,"MANUAL","1.5 BENSIN",71000000,68000000,89000000,73000000
"1159","MEDIUM","NISSAN","EVALIA",2012,"MANUAL","1.5 S BENSIN",53000000,50000000,65000000,53000000
"1160","MEDIUM","NISSAN","EVALIA",2012,"AUTOMATIC","1.5 SV BENSIN",60000000,57000000,74500000,60000000
"1161","MEDIUM","NISSAN","EVALIA",2012,"MANUAL","1.5 SV BENSIN",70000000,65000000,85000000,70000000
"1162","MEDIUM","NISSAN","EVALIA",2012,"AUTOMATIC","1.5 XV BENSIN",73000000,68000000,88000000,73000000
"1163","MEDIUM","NISSAN","EVALIA",2012,"MANUAL","1.5 XV BENSIN",70000000,65000000,84500000,70000000
"1164","MEDIUM","NISSAN","EVALIA",2011,"AUTOMATIC","1.5 BENSIN",66000000,64500000,84000000,67500000
"1165","MEDIUM","NISSAN","EVALIA",2011,"MANUAL","1.5 BENSIN",68000000,65000000,85000000,68000000
"1166","MEDIUM","NISSAN","EVALIA",2011,"MANUAL","1.5 XV BENSIN",73000000,73000000,95000000,76000000
"1167","MEDIUM","NISSAN","EVALIA",2010,"MANUAL","1.5 BENSIN",70000000,67000000,87000000,70000000
"1168","MEDIUM","NISSAN","GRAND LIVINA",2018,"AUTOMATIC","1.5 HIGHWAY STAR AUTECH BENSIN",180000000,186000000,241000000,193000000
"1169","MEDIUM","NISSAN","GRAND LIVINA",2018,"AUTOMATIC","1.5 HIGHWAY STAR XV BENSIN",170000000,176500000,229000000,183500000
"1170","MEDIUM","NISSAN","GRAND LIVINA",2018,"MANUAL","1.5 HIGHWAY STAR XV BENSIN",165000000,168500000,218500000,175500000
"1171","MEDIUM","NISSAN","GRAND LIVINA",2018,"AUTOMATIC","1.5 SV BENSIN",158000000,153500000,199500000,160500000
"1172","MEDIUM","NISSAN","GRAND LIVINA",2018,"MANUAL","1.5 SV BENSIN",153000000,150000000,195000000,157000000
"1173","MEDIUM","NISSAN","GRAND LIVINA",2018,"AUTOMATIC","1.5 X-GEAR BENSIN",155000000,149500000,194000000,156500000
"1174","MEDIUM","NISSAN","GRAND LIVINA",2018,"MANUAL","1.5 X-GEAR BENSIN",157000000,167500000,217500000,174500000
"1175","MEDIUM","NISSAN","GRAND LIVINA",2018,"AUTOMATIC","1.5 XV BENSIN",175000000,170500000,221500000,177500000
"1176","MEDIUM","NISSAN","GRAND LIVINA",2018,"MANUAL","1.5 XV BENSIN",170000000,162500000,211000000,169500000
"1177","MEDIUM","NISSAN","GRAND LIVINA",2017,"MANUAL","1.5 BENSIN",105000000,102500000,133500000,109500000
"1178","MEDIUM","NISSAN","GRAND LIVINA",2017,"AUTOMATIC","1.5 HIGHWAY STAR AUTECH BENSIN",160000000,94000000,123000000,101000000
"1179","MEDIUM","NISSAN","GRAND LIVINA",2017,"MANUAL","1.5 HIGHWAY STAR AUTECH BENSIN",155000000,94000000,123000000,101000000
"1180","MEDIUM","NISSAN","GRAND LIVINA",2017,"AUTOMATIC","1.5 HIGHWAY STAR BENSIN",145000000,140000000,192000000,147000000
"1181","MEDIUM","NISSAN","GRAND LIVINA",2017,"AUTOMATIC","1.5 ULTIMATE BENSIN",140000000,112000000,146000000,119000000
"1182","MEDIUM","NISSAN","GRAND LIVINA",2017,"MANUAL","1.5 X-GEAR BENSIN",135000000,131500000,171000000,138500000
"1183","MEDIUM","NISSAN","GRAND LIVINA",2017,"AUTOMATIC","1.5 XR BENSIN",125000000,120500000,157000000,127500000
"1184","MEDIUM","NISSAN","GRAND LIVINA",2017,"AUTOMATIC","1.5 XV HIGHWAY STAR BENSIN",125000000,122500000,159000000,129500000
"1185","MEDIUM","NISSAN","GRAND LIVINA",2017,"AUTOMATIC","1.5 XV ULTIMATE BENSIN",122000000,115500000,150000000,122500000
"1186","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 BENSIN",117500000,110500000,143000000,117500000
"1187","MEDIUM","NISSAN","GRAND LIVINA",2016,"MANUAL","1.5 BENSIN",110000000,115500000,150000000,122500000
"1188","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 HIGHWAY STAR AUTECH BENSIN",140000000,107500000,140000000,114500000
"1189","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 HIGHWAY STAR BENSIN",125000000,115500000,150000000,122500000
"1190","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 SV BENSIN",110000000,94500000,123000000,101500000
"1191","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 X-GEAR BENSIN",120000000,105000000,137000000,112000000
"1192","MEDIUM","NISSAN","GRAND LIVINA",2016,"MANUAL","1.5 X-GEAR BENSIN",120000000,108500000,141000000,115500000
"1193","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 XV BENSIN",115000000,105000000,136500000,112000000
"1194","MEDIUM","NISSAN","GRAND LIVINA",2016,"MANUAL","1.5 XV BENSIN",110000000,104500000,136000000,111500000
"1195","MEDIUM","NISSAN","GRAND LIVINA",2016,"AUTOMATIC","1.5 XV HIGHWAY STAR BENSIN",117000000,110500000,143000000,117500000
"1196","MEDIUM","NISSAN","GRAND LIVINA",2015,"AUTOMATIC","1.5 BENSIN",100000000,85500000,111500000,92500000
"1197","MEDIUM","NISSAN","GRAND LIVINA",2015,"MANUAL","1.5 BENSIN",98000000,100000000,130000000,107000000
"1198","MEDIUM","NISSAN","GRAND LIVINA",2015,"AUTOMATIC","1.5 HIGHWAY STAR AUTECH BENSIN",120000000,106000000,138000000,113000000
"1199","MEDIUM","NISSAN","GRAND LIVINA",2015,"AUTOMATIC","1.5 HIGHWAY STAR BENSIN",110000000,110000000,142500000,117000000
"1200","MEDIUM","NISSAN","GRAND LIVINA",2015,"MANUAL","1.5 S BENSIN",95000000,90000000,117000000,97000000
"1201","MEDIUM","NISSAN","GRAND LIVINA",2015,"AUTOMATIC","1.5 SV BENSIN",100000000,93000000,120500000,100000000
"1202","MEDIUM","NISSAN","GRAND LIVINA",2015,"AUTOMATIC","1.5 X-GEAR BENSIN",110000000,101000000,131000000,108000000
"1203","MEDIUM","NISSAN","GRAND LIVINA",2015,"MANUAL","1.5 X-GEAR BENSIN",110000000,107000000,139000000,114000000
"1204","MEDIUM","NISSAN","GRAND LIVINA",2015,"AUTOMATIC","1.5 XV BENSIN",113000000,98000000,127500000,105000000
"1205","MEDIUM","NISSAN","GRAND LIVINA",2015,"MANUAL","1.5 XV BENSIN",108000000,99000000,128500000,106000000
"1206","MEDIUM","NISSAN","GRAND LIVINA",2014,"AUTOMATIC","1.5 BENSIN",95000000,90000000,117000000,95000000
"1207","MEDIUM","NISSAN","GRAND LIVINA",2014,"MANUAL","1.5 BENSIN",90000000,87000000,113000000,92000000
"1208","MEDIUM","NISSAN","GRAND LIVINA",2014,"AUTOMATIC","1.5 HIGHWAY STAR AUTECH BENSIN",105000000,95000000,124000000,100000000
"1209","MEDIUM","NISSAN","GRAND LIVINA",2014,"AUTOMATIC","1.5 HIGHWAY STAR BENSIN",103000000,102500000,133500000,107500000
"1210","MEDIUM","NISSAN","GRAND LIVINA",2014,"MANUAL","1.5 HIGHWAY STAR BENSIN",95000000,89000000,116000000,94000000
"1211","MEDIUM","NISSAN","GRAND LIVINA",2014,"MANUAL","1.5 S BENSIN",90000000,85000000,110000000,90000000
"1212","MEDIUM","NISSAN","GRAND LIVINA",2014,"AUTOMATIC","1.5 SV BENSIN",94000000,89000000,115500000,94000000
"1213","MEDIUM","NISSAN","GRAND LIVINA",2014,"MANUAL","1.5 SV BENSIN",93000000,88000000,114500000,93000000
"1214","MEDIUM","NISSAN","GRAND LIVINA",2014,"AUTOMATIC","1.8 X-GEAR BENSIN",95000000,81500000,106000000,86500000
"1215","MEDIUM","NISSAN","GRAND LIVINA",2014,"MANUAL","1.8 X-GEAR BENSIN",95000000,90000000,117000000,95000000
"1216","MEDIUM","NISSAN","GRAND LIVINA",2014,"AUTOMATIC","1.8 XV BENSIN",105000000,95000000,124000000,100000000
"1217","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 BENSIN",85050000,76500000,100000000,81500000
"1218","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 BENSIN",82950000,78000000,101500000,83000000
"1219","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 HIGHWAY STAR AUTECH BENSIN",100000000,95000000,124000000,100000000
"1220","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 HIGHWAY STAR BENSIN",99000000,97500000,127000000,102500000
"1221","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 HIGHWAY STAR BENSIN",92000000,77000000,106500000,82000000
"1222","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 HIGHWAY STAR FACELIFT BENSIN",110000000,104500000,136000000,109500000
"1223","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 S BENSIN",79000000,76500000,99000000,81500000
"1224","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 SV BENSIN",75000000,81500000,106000000,86500000
"1225","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 SV BENSIN",75000000,80500000,104500000,85500000
"1226","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 SV FACELIFT BENSIN",90000000,85500000,111500000,90500000
"1227","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 SV FACELIFT BENSIN",87000000,82000000,107000000,87000000
"1228","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 X-GEAR BENSIN",80000000,87500000,113500000,92500000
"1229","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 X-GEAR BENSIN",80000000,93500000,121000000,98500000
"1230","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 XV BENSIN",90000000,88500000,115000000,93500000
"1231","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 XV BENSIN",85000000,79000000,102500000,84000000
"1232","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.5 XV FACELIFT BENSIN",91000000,86000000,112000000,91000000
"1233","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.5 XV FACELIFT BENSIN",90000000,94000000,130000000,99000000
"1234","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.8 HIGHWAY STAR AUTECH BENSIN",95000000,85500000,118000000,90500000
"1235","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.8 HIGHWAY STAR AUTECH BENSIN",90000000,68000000,92000000,73000000
"1236","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.8 HIGHWAY STAR BENSIN",92000000,87500000,120000000,92500000
"1237","FAST","NISSAN","GRAND LIVINA",2013,"AUTOMATIC","1.8 X-GEAR BENSIN",93000000,90000000,123500000,95000000
"1238","FAST","NISSAN","GRAND LIVINA",2013,"MANUAL","1.8 XV BENSIN",89000000,86500000,113000000,91500000
